"ツイートID","ツイートの固定リンク","ツイート本文","時間","インプレッション","エンゲージメント","エンゲージメント率","リツイート","返信","いいね","ユーザープロフィールクリック","URLクリック数","ハッシュタグクリック","詳細クリック","固定リンクのクリック数","アプリ表示","アプリインストール","フォローしている","ツイートをメール送信","ダイアル式電話","メディアの再生数","メディアのエンゲージメント","プロモのインプレッション","プロモのエンゲージメント","プロモのエンゲージメント率","プロモのリツイート","プロモの返信","プロモのいいね","プロモのユーザープロフィールクリック","プロモのURLクリック数","プロモのハッシュタグクリック","プロモの詳細クリック","プロモの固定リンクのクリック数","プロモのアプリ表示","プロモのアプリインストール","プロモのフォローしている","プロモのツイートをメール送信","プロモのダイアル式電話","プロモのメディアの再生数","プロモのメディアのエンゲージメント"
"1232483785381302272","https://twitter.com/ogato_desuyo/status/1232483785381302272","グラボは世代交代が早いからスペック高くても型落ちしたやつとかかなり安くなってて最先端を狙わなければお得","2020-02-26 01:53 +0000","1133.0","16.0","0.01412180052956752","0.0","1.0","11.0","0.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232464009346969600","https://twitter.com/ogato_desuyo/status/1232464009346969600","おおー！！！
いい感じです！！ペース的にも余裕ありますね！ https://t.co/eKoxQ31X4V","2020-02-26 00:34 +0000","1238.0","6.0","0.004846526655896607","0.0","0.0","5.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232455158803525633","https://twitter.com/ogato_desuyo/status/1232455158803525633","綺麗にまとまってますね！！ https://t.co/DL1ncMJlBn","2020-02-25 23:59 +0000","1743.0","12.0","0.0068846815834767644","0.0","1.0","9.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232353367780806656","https://twitter.com/ogato_desuyo/status/1232353367780806656","寝落ち通話の前に電源が落ちたw","2020-02-25 17:15 +0000","747.0","9.0","0.012048192771084338","0.0","0.0","7.0","1.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232315947907600386","https://twitter.com/ogato_desuyo/status/1232315947907600386","@nihon8nokomeha あぁ…あぁ…","2020-02-25 14:46 +0000","163.0","3.0","0.018404907975460124","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232310010429894656","https://twitter.com/ogato_desuyo/status/1232310010429894656","宣伝ありがとう〜😭😭😭
おじさん今度なんでも好きな物買ったげるね！！！ https://t.co/LktJKO9wqb","2020-02-25 14:22 +0000","2536.0","32.0","0.012618296529968454","2.0","1.0","10.0","9.0","0.0","0.0","10.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232296359652233218","https://twitter.com/ogato_desuyo/status/1232296359652233218","@FeelzenVr どちらも見ましたがどちらも参考になる点があったのでそのままでいいかと！","2020-02-25 13:28 +0000","768.0","7.0","0.009114583333333334","0.0","1.0","2.0","4.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232293716901027842","https://twitter.com/ogato_desuyo/status/1232293716901027842","これ絶対面白い！
ハンドトラッキング試す機会なのでわいもUnityで参加したい！！ https://t.co/hUp5Lrggrg","2020-02-25 13:18 +0000","1612.0","15.0","0.009305210918114143","1.0","0.0","12.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232273371926167553","https://twitter.com/ogato_desuyo/status/1232273371926167553","動画上げようかな https://t.co/wVvUQ74WlC","2020-02-25 11:57 +0000","1255.0","13.0","0.010358565737051793","0.0","0.0","11.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232260396079206400","https://twitter.com/ogato_desuyo/status/1232260396079206400","@campa_rabb しかもお金入れるとこがZ軸上にないからチケット決めたあとお金入れる時に迷う
てか実際いつもかなりの頻度で迷ってるw","2020-02-25 11:05 +0000","277.0","3.0","0.010830324909747292","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232258214927818753","https://twitter.com/ogato_desuyo/status/1232258214927818753","授業で話す https://t.co/WJD2aiHf7y","2020-02-25 10:57 +0000","1877.0","308.0","0.16409163558870538","1.0","1.0","10.0","3.0","1.0","0.0","3.0","0.0","0","0","0","0","0","289","289","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232249190190702592","https://twitter.com/ogato_desuyo/status/1232249190190702592","デザインコース申し込み締切日にデザインについて語るバーやろうとしたら卒業制作発表会前日だった…","2020-02-25 10:21 +0000","1071.0","15.0","0.014005602240896359","1.0","0.0","9.0","5.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232234983353274368","https://twitter.com/ogato_desuyo/status/1232234983353274368","@takato00000 続けるにしても辞めるにしても良い方向に転ぶといいな
給料上がんないとモチベ保てないよな笑","2020-02-25 09:24 +0000","178.0","6.0","0.033707865168539325","0.0","1.0","0.0","4.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232232546378797056","https://twitter.com/ogato_desuyo/status/1232232546378797056","ヒッチハイクの旅からまだ一年しか立ってないのか
自分探しの旅も楽しかったな〜
見つかんなかったけど笑","2020-02-25 09:15 +0000","1001.0","21.0","0.02097902097902098","1.0","0.0","15.0","5.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232231123167531009","https://twitter.com/ogato_desuyo/status/1232231123167531009","@takato00000 そっか、そうよね
あんまり長くは離れれないもんね","2020-02-25 09:09 +0000","140.0","4.0","0.02857142857142857","0.0","1.0","0.0","1.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232224936145481729","https://twitter.com/ogato_desuyo/status/1232224936145481729","@takato00000 なるほどな〜そっちか
いつでも泊める準備して待ってるしなんなら一緒に住む準備しとくわわ","2020-02-25 08:44 +0000","151.0","1.0","0.006622516556291391","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232221320919666688","https://twitter.com/ogato_desuyo/status/1232221320919666688","@takato00000 転職するなら仕事辞めてこっち遊び来なよ笑","2020-02-25 08:30 +0000","178.0","2.0","0.011235955056179775","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232209956805304322","https://twitter.com/ogato_desuyo/status/1232209956805304322","俺が死んだということは犯人は https://t.co/3dWA3WShqG","2020-02-25 07:45 +0000","1192.0","9.0","0.007550335570469799","0.0","0.0","4.0","2.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232208942882668544","https://twitter.com/ogato_desuyo/status/1232208942882668544","そういえばツイッターで初めて話すんですけど自分が死んだらコイアイちゃんに通知がいくようになってるんですよ
その設定をした時本人に「どんな感じなんだろ、早く使ってみたいな〜」と言われました。ナムナム","2020-02-25 07:41 +0000","1226.0","36.0","0.02936378466557912","1.0","0.0","16.0","4.0","0.0","0.0","15.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232207207158038528","https://twitter.com/ogato_desuyo/status/1232207207158038528","@_haru01_ 今自分北海道なんですよ…東京に行った際はぜひ！","2020-02-25 07:34 +0000","168.0","4.0","0.023809523809523808","0.0","1.0","2.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232202756737208320","https://twitter.com/ogato_desuyo/status/1232202756737208320","@_haru01_ SUNABACOでひっそりとカフェやっております☺️
イドバ行くことあったらお会いしたいですね！ https://t.co/9b1xEDSTdO","2020-02-25 07:16 +0000","190.0","11.0","0.05789473684210526","0.0","1.0","2.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","7","7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232202146637996032","https://twitter.com/ogato_desuyo/status/1232202146637996032","友人がゴリッゴリのデザイナーです✋✋✋ https://t.co/CsTcdA4Zw9","2020-02-25 07:14 +0000","997.0","2.0","0.0020060180541624875","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232201894388363265","https://twitter.com/ogato_desuyo/status/1232201894388363265","@abeti_challenge @makomimame 紙コップも中村さんからので！！！笑","2020-02-25 07:13 +0000","232.0","4.0","0.017241379310344827","0.0","1.0","2.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232201717527150592","https://twitter.com/ogato_desuyo/status/1232201717527150592","こんなところにコーヒー好きが！！！ https://t.co/iCRZqDFGJb","2020-02-25 07:12 +0000","1318.0","17.0","0.012898330804248861","0.0","1.0","8.0","4.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232174151349092352","https://twitter.com/ogato_desuyo/status/1232174151349092352","速度制限嫌で継ぎ足ししまくってたら先月のスマホ代やばいことなってた…","2020-02-25 05:23 +0000","656.0","4.0","0.006097560975609756","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232167621061005314","https://twitter.com/ogato_desuyo/status/1232167621061005314","まだです！行きます！！ https://t.co/zFoobaocur","2020-02-25 04:57 +0000","937.0","4.0","0.004268943436499467","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232157315509280773","https://twitter.com/ogato_desuyo/status/1232157315509280773","@abeti_challenge @makomimame モカは紙コップじゃ無理なのでしょうがなく…","2020-02-25 04:16 +0000","217.0","6.0","0.027649769585253458","0.0","1.0","1.0","2.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232152489601822720","https://twitter.com/ogato_desuyo/status/1232152489601822720","言い換えるとなんでも出来るって事なんですけどね","2020-02-25 03:57 +0000","1096.0","15.0","0.013686131386861315","3.0","0.0","6.0","6.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232151574517936129","https://twitter.com/ogato_desuyo/status/1232151574517936129","SUNABACOって、何をするところなんだろう…🤔

#SUNABACO https://t.co/efp6Syuj0n","2020-02-25 03:53 +0000","2152.0","246.0","0.11431226765799256","6.0","0.0","15.0","9.0","2.0","0.0","3.0","0.0","0","0","0","0","0","211","211","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232148754205032448","https://twitter.com/ogato_desuyo/status/1232148754205032448","表面のアブラの浮き具合、スープの色、野菜の焦げ目等ですね(ｷﾘｯ) https://t.co/HLZNP5EQ36","2020-02-25 03:42 +0000","919.0","7.0","0.007616974972796518","0.0","0.0","3.0","3.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232144816776998912","https://twitter.com/ogato_desuyo/status/1232144816776998912","１ヶ月間毎日練習しようかと思って() https://t.co/LUL039dGSm","2020-02-25 03:26 +0000","989.0","10.0","0.010111223458038422","0.0","0.0","6.0","3.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232144524303986688","https://twitter.com/ogato_desuyo/status/1232144524303986688","今はカフェ経営とラーメン作りで忙しい笑 https://t.co/aCSofFIB5l","2020-02-25 03:25 +0000","1736.0","15.0","0.008640552995391706","1.0","0.0","7.0","7.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232142284793102337","https://twitter.com/ogato_desuyo/status/1232142284793102337","分かる人はわかってくれると思う
スープ自体は惜しいところまで来てるんだ
焦がし玉ねぎとキャベツで風味を整えたとこまでは間違ってなかった https://t.co/u3bn6QBT7J","2020-02-25 03:16 +0000","1250.0","182.0","0.1456","0.0","0.0","4.0","7.0","0.0","0.0","4.0","0.0","0","0","0","0","0","167","167","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232141325937438720","https://twitter.com/ogato_desuyo/status/1232141325937438720","もう一人の俺がずっと横でこんなんじゃないだろって怒ってる
ごめんなさい","2020-02-25 03:12 +0000","822.0","16.0","0.019464720194647202","0.0","0.0","6.0","10.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232140999180181504","https://twitter.com/ogato_desuyo/status/1232140999180181504","製麺所から3ロットくらい仕入れようかな","2020-02-25 03:11 +0000","635.0","11.0","0.01732283464566929","0.0","0.0","5.0","4.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232140038269358084","https://twitter.com/ogato_desuyo/status/1232140038269358084","キャベツと玉ねぎの甘みが想像以上に強くてスープが負けかけてる節が見える
野菜出汁のパンチも考慮しなければいけない
モヤシとアブラだけじゃやはり限界があるのでカラメを作りたい","2020-02-25 03:07 +0000","614.0","9.0","0.014657980456026058","0.0","0.0","7.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232138943052668929","https://twitter.com/ogato_desuyo/status/1232138943052668929","SUNABACO二郎ニンニク抜きアブラマシヤサイマシ https://t.co/3dyqSr7X2b","2020-02-25 03:03 +0000","1334.0","74.0","0.05547226386806597","1.0","0.0","13.0","2.0","2.0","0.0","2.0","0.0","0","0","0","0","0","54","54","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232104434101972992","https://twitter.com/ogato_desuyo/status/1232104434101972992","@nihon8nokomeha うるせえbioっつってんだろ
その無駄なおっぱい引きちぎるぞ()","2020-02-25 00:46 +0000","220.0","8.0","0.03636363636363636","0.0","0.0","2.0","4.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232102028647624705","https://twitter.com/ogato_desuyo/status/1232102028647624705","bioに@アカウント名 めっちゃ貼るやつ嫌い","2020-02-25 00:36 +0000","1451.0","38.0","0.026188835286009647","0.0","1.0","8.0","22.0","0.0","0.0","7.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
