"ツイートID","ツイートの固定リンク","ツイート本文","時間","インプレッション","エンゲージメント","エンゲージメント率","リツイート","返信","いいね","ユーザープロフィールクリック","URLクリック数","ハッシュタグクリック","詳細クリック","固定リンクのクリック数","アプリ表示","アプリインストール","フォローしている","ツイートをメール送信","ダイアル式電話","メディアの再生数","メディアのエンゲージメント","プロモのインプレッション","プロモのエンゲージメント","プロモのエンゲージメント率","プロモのリツイート","プロモの返信","プロモのいいね","プロモのユーザープロフィールクリック","プロモのURLクリック数","プロモのハッシュタグクリック","プロモの詳細クリック","プロモの固定リンクのクリック数","プロモのアプリ表示","プロモのアプリインストール","プロモのフォローしている","プロモのツイートをメール送信","プロモのダイアル式電話","プロモのメディアの再生数","プロモのメディアのエンゲージメント"
"1197899711283204096","https://twitter.com/ogato_desuyo/status/1197899711283204096","マシマシはベホイミ、濃いめはバイキルトです https://t.co/bnHNCLujZw","2019-11-22 15:28 +0000","1317.0","16.0","0.012148823082763858","0.0","1.0","10.0","1.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197889653971357697","https://twitter.com/ogato_desuyo/status/1197889653971357697","しょうやさんを二郎に連れ出すことに成功した","2019-11-22 14:48 +0000","852.0","20.0","0.023474178403755867","0.0","0.0","10.0","6.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197875675597721601","https://twitter.com/ogato_desuyo/status/1197875675597721601","@RiekoWaka21 お疲れ様です！","2019-11-22 13:53 +0000","100.0","3.0","0.03","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197846297899761664","https://twitter.com/ogato_desuyo/status/1197846297899761664","みんなコート着てる…警備員さんとかにもめちゃくちゃ驚かれる…でもマジでそんなに寒くないんだよなあ…12月あたりでパーカー羽織るかなくらい","2019-11-22 11:56 +0000","666.0","10.0","0.015015015015015015","0.0","0.0","10.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197844941751214081","https://twitter.com/ogato_desuyo/status/1197844941751214081","RT祭りとか相互フォローでフォロワー数が増えただけのなんのスキルもない自称インフルエンサーとかいう人類その暇あったらなんかの勉強でもしてスキルつければいいのに
ちなみに私は特殊スキル「寒さ耐性+2」を持っているので今日もまだ半袖で通勤しています
雪山でもホットドリンクは必要ありません","2019-11-22 11:51 +0000","1272.0","31.0","0.02437106918238994","1.0","0.0","14.0","11.0","0.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197836037726228480","https://twitter.com/ogato_desuyo/status/1197836037726228480","仕事関係とはいえ音楽に触れるの自体が久々だ〜！！！
落ち着いたらちゃんと活動再開したい！","2019-11-22 11:15 +0000","658.0","10.0","0.015197568389057751","0.0","0.0","9.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197780295958663168","https://twitter.com/ogato_desuyo/status/1197780295958663168","セットで340円は安すぎる https://t.co/j9C8x48Pfh","2019-11-22 07:34 +0000","1328.0","199.0","0.14984939759036145","0.0","0.0","24.0","4.0","4.0","0.0","1.0","0.0","0","0","0","0","0","166","166","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197779792264777728","https://twitter.com/ogato_desuyo/status/1197779792264777728","@BnEWU0AchO1gbRw @magimals わかる、ざんちかわいい！","2019-11-22 07:32 +0000","861.0","7.0","0.008130081300813009","0.0","0.0","2.0","5.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197677799839952896","https://twitter.com/ogato_desuyo/status/1197677799839952896","@masatenten1 野菜は健康なのでOKです💪","2019-11-22 00:46 +0000","43.0","3.0","0.06976744186046512","0.0","0.0","2.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197542324483420160","https://twitter.com/ogato_desuyo/status/1197542324483420160","@on_jr9 スキルもないのに仕事なんてもらえないと思うよ
だからまずはスキルを付けるところから始めようぜ","2019-11-21 15:48 +0000","137.0","64.0","0.46715328467153283","0.0","0.0","0.0","60.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197541875378343936","https://twitter.com/ogato_desuyo/status/1197541875378343936","@ODENSE_RANGE 最高！採用！","2019-11-21 15:46 +0000","67.0","4.0","0.05970149253731343","0.0","0.0","2.0","1.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197539139832426496","https://twitter.com/ogato_desuyo/status/1197539139832426496","某宮脇さんの自分用のSlackワークスペースの名前がわーきスペースなの最高すぎた
センスが良すぎる","2019-11-21 15:35 +0000","690.0","4.0","0.005797101449275362","0.0","0.0","1.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197536097363992578","https://twitter.com/ogato_desuyo/status/1197536097363992578","二郎食いまくって

「これ以上は身体への負担がっ！！」

「やめろ！俺を止めるな！」

ってやつやりたい","2019-11-21 15:23 +0000","1283.0","26.0","0.020265003897116135","0.0","2.0","14.0","7.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197532755367809024","https://twitter.com/ogato_desuyo/status/1197532755367809024","ラーメンは週に2日までという制限をつけたので久々のサラダバー
野菜は6倍！アブラは増さない！スープは飲干さない！サイズは並！

自分よく頑張ってる！！偉い！その調子で痩せるぞ！ https://t.co/9UkTdS5ZS0","2019-11-21 15:10 +0000","1301.0","111.0","0.08531898539584935","0.0","1.0","27.0","5.0","1.0","0.0","3.0","0.0","0","0","0","0","0","74","74","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197528760830038018","https://twitter.com/ogato_desuyo/status/1197528760830038018","@BnEWU0AchO1gbRw @magimals （揃わないポーズ）","2019-11-21 14:54 +0000","1829.0","19.0","0.01038819026790596","0.0","1.0","6.0","5.0","0.0","0.0","7.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197528386207391746","https://twitter.com/ogato_desuyo/status/1197528386207391746","買う

#おがとメモ https://t.co/tRWUkhbOov","2019-11-21 14:53 +0000","962.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197528164232245248","https://twitter.com/ogato_desuyo/status/1197528164232245248","高松来て超久しぶりに同年代の女子と喋ったんだけど「ラーメン好きなんですね、ちなみにこっち来てからはどこによく行きます？」「ダントツ（二郎系）ですかね〜」で引かれると思いきや「高校の頃通ってました笑」でもうね…おじさん涙が止まらんですわ

二郎系食す女の子に悪いのはいねえよ","2019-11-21 14:52 +0000","1039.0","26.0","0.025024061597690085","1.0","0.0","13.0","8.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197522487514423296","https://twitter.com/ogato_desuyo/status/1197522487514423296","アナログシンセ() https://t.co/ZDxxlxPSlQ","2019-11-21 14:29 +0000","1162.0","70.0","0.060240963855421686","0.0","0.0","12.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","200","57","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197459358252056576","https://twitter.com/ogato_desuyo/status/1197459358252056576","@jitian_f beautiful soup4
gensimもオススメです！
(自然言語処理セット)","2019-11-21 10:18 +0000","85.0","2.0","0.023529411764705882","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197435033646063617","https://twitter.com/ogato_desuyo/status/1197435033646063617","スクール開始2週間でSUNABACOのProgateランキング上位争いにくい込んできた期待の新人がいる！！

@gaku_aokikiki","2019-11-21 08:42 +0000","919.0","23.0","0.025027203482045703","2.0","0.0","10.0","9.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197418395525763073","https://twitter.com/ogato_desuyo/status/1197418395525763073","@ichigonohito 朝コースの皆さんいつもいい反応ありがとうございます😂","2019-11-21 07:36 +0000","38.0","7.0","0.18421052631578946","0.0","0.0","2.0","1.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197417220227264512","https://twitter.com/ogato_desuyo/status/1197417220227264512","@kentaro_jp 逃走中www","2019-11-21 07:31 +0000","135.0","2.0","0.014814814814814815","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197416677148778496","https://twitter.com/ogato_desuyo/status/1197416677148778496","ユーザー(生徒)の反応をデータとして受け止めスベった内容を他の内容に差し替えクオリティを上げることが大切です https://t.co/4q3jHDA88M","2019-11-21 07:29 +0000","1530.0","14.0","0.009150326797385621","1.0","1.0","8.0","2.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197361320644857856","https://twitter.com/ogato_desuyo/status/1197361320644857856","美味しいだけでなく全体的に色合いも栄養バランスも良くて副菜まで含めて最初から最後まで楽しめました！ https://t.co/LZXelWTVol","2019-11-21 03:49 +0000","1454.0","11.0","0.007565337001375516","1.0","0.0","9.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197360221863104514","https://twitter.com/ogato_desuyo/status/1197360221863104514","@ichigonohito @kataben3 京子さんに褒めてもらうことで毎日のモチベーション保ってます笑","2019-11-21 03:44 +0000","48.0","3.0","0.0625","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197346889185673216","https://twitter.com/ogato_desuyo/status/1197346889185673216","片桐さんからお弁当の差し入れをいただきました！！！
美味しそう！！ありがとうございます🤤🤤 @kataben3 https://t.co/oEDL3Erbln","2019-11-21 02:51 +0000","1008.0","72.0","0.07142857142857142","0.0","2.0","10.0","17.0","0.0","0.0","3.0","0.0","0","0","0","0","0","40","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197151595068153858","https://twitter.com/ogato_desuyo/status/1197151595068153858","すと、起動プロセスを制限でき軽くなります
プロパティの開き方はショートカットアイコンを右クリック→プロパティ

です","2019-11-20 13:55 +0000","490.0","6.0","0.012244897959183673","0.0","0.0","3.0","2.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197151591305924610","https://twitter.com/ogato_desuyo/status/1197151591305924610","Googleの起動プロセス多い！重い！

という悩みを抱えている人は多いと思います！まあ理由はクラッシュ時の被害分散のためなんですけど、そんなの気にしない！タブの高速切り替えとかいいから軽くしたい！という方は

プロパティを開きパスの後ろに

--renderer-process-limit-（任意の数）

と書き足 https://t.co/N8rGNCYyx6","2019-11-20 13:55 +0000","1614.0","50.0","0.030978934324659233","0.0","1.0","10.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","37","37","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197134764412526592","https://twitter.com/ogato_desuyo/status/1197134764412526592","ディレクションの授業でディレクターの大切さを実感する…笑 https://t.co/AocwANcwLp","2019-11-20 12:49 +0000","1382.0","6.0","0.004341534008683068","1.0","0.0","4.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197124951087575041","https://twitter.com/ogato_desuyo/status/1197124951087575041","@yoskmr 小倉競輪祭！！
お疲れ様です！！！","2019-11-20 12:10 +0000","203.0","6.0","0.029556650246305417","0.0","1.0","4.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197121460315119616","https://twitter.com/ogato_desuyo/status/1197121460315119616","@campa_rabb @yoskmr あれ！？Web魚拓で見つからなかったのに！？！？！？","2019-11-20 11:56 +0000","177.0","3.0","0.01694915254237288","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197120879546601474","https://twitter.com/ogato_desuyo/status/1197120879546601474","@coro422 そのページ自体がまだ割と新しめだしね笑","2019-11-20 11:53 +0000","47.0","2.0","0.0425531914893617","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197120754493509638","https://twitter.com/ogato_desuyo/status/1197120754493509638","@yoskmr 喋ろうって思った時点で取っておくべきだったと嘆いております…😢","2019-11-20 11:53 +0000","203.0","4.0","0.019704433497536946","0.0","1.0","0.0","1.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197120452419674112","https://twitter.com/ogato_desuyo/status/1197120452419674112","@coro422 違うんよ…めちゃくちゃ売れてる商品だし今も売れてるから本来ならまだまだ消えないのよ
こないだ外部からの攻撃受けて一次閉鎖してるんよ…笑","2019-11-20 11:52 +0000","42.0","3.0","0.07142857142857142","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197119440833277953","https://twitter.com/ogato_desuyo/status/1197119440833277953","@coro422 ほんと取っておくべきだった…
でもまあローソンサイト閉鎖するとは思わんやろ笑","2019-11-20 11:48 +0000","58.0","2.0","0.034482758620689655","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197117337633079296","https://twitter.com/ogato_desuyo/status/1197117337633079296","@masatenten1 過去の遺物…","2019-11-20 11:39 +0000","30.0","1.0","0.03333333333333333","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197116164305866759","https://twitter.com/ogato_desuyo/status/1197116164305866759","バスチーって皆さん知ってますか？
コンビニスイーツ界を震撼させた伝説のローソンスイーツであのプレミアムロールケーキを超える3日で100万個という売り上げ記録を出したんですよ！
これの開発話にも要件定義やディレクションの話が出てくるんですけどそれを読んだ時に僕もう感動しちゃって！
あっ... https://t.co/JSPe7gWw7J","2019-11-20 11:35 +0000","3450.0","415.0","0.12028985507246377","3.0","1.0","11.0","10.0","4.0","0.0","8.0","0.0","0","0","0","0","0","378","378","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197096240271331330","https://twitter.com/ogato_desuyo/status/1197096240271331330","@ichigonohito 店員さんがめちゃくちゃいい人たちで😂😂","2019-11-20 10:15 +0000","31.0","1.0","0.03225806451612903","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197084748499189761","https://twitter.com/ogato_desuyo/status/1197084748499189761","ご飯が豚丼になってる😭😭😭
おたるばんやさんいつもありがとうございます！ https://t.co/SIUrVjbU6v","2019-11-20 09:30 +0000","1336.0","114.0","0.08532934131736528","2.0","1.0","19.0","5.0","0.0","0.0","2.0","0.0","0","0","0","0","0","85","85","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1197048874906505216","https://twitter.com/ogato_desuyo/status/1197048874906505216","ディレクションの部分は営業の話とかもしたいしバスチーの開発秘話とか要件定義の話もしたいし…って思ってたら早口なりそうだったけどめちゃくちゃ噛むわ
俺には早口は無理だ","2019-11-20 07:07 +0000","1178.0","17.0","0.014431239388794566","1.0","0.0","10.0","5.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196985489623896064","https://twitter.com/ogato_desuyo/status/1196985489623896064","なんだかんだでもう10日連続で野菜ジュース（甘くないやつ）飲んでる！！
超健康的！！

#体型を変える2ヶ月","2019-11-20 02:55 +0000","775.0","12.0","0.015483870967741935","0.0","0.0","11.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196978527360303105","https://twitter.com/ogato_desuyo/status/1196978527360303105","スマホデザインの勉強しようと思って買ったやつ、届いたらスマホじゃなくてガラケーだった…
こんなの今時誰が読むんだよ… https://t.co/yujg88tlgq","2019-11-20 02:28 +0000","2478.0","450.0","0.18159806295399517","0.0","1.0","28.0","10.0","1.0","0.0","13.0","0.0","0","0","0","0","0","397","397","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196820986814816258","https://twitter.com/ogato_desuyo/status/1196820986814816258","高松も1人チャット機能までは実装できている人がいて死ぬほど驚いた","2019-11-19 16:02 +0000","1073.0","21.0","0.0195712954333644","2.0","0.0","12.0","6.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196817851157368837","https://twitter.com/ogato_desuyo/status/1196817851157368837","朝昼が軽かったので夜ガッツリ！ https://t.co/pTu2BP3fVO","2019-11-19 15:49 +0000","1158.0","105.0","0.09067357512953368","2.0","0.0","19.0","2.0","1.0","0.0","0.0","0.0","0","0","0","0","0","81","81","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196774448524738561","https://twitter.com/ogato_desuyo/status/1196774448524738561","@masatenten1 見るだけ見てみます…高そう…","2019-11-19 12:57 +0000","45.0","2.0","0.044444444444444446","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196758779875872768","https://twitter.com/ogato_desuyo/status/1196758779875872768","ブランチ名簡単に変えれること初めて知った","2019-11-19 11:55 +0000","668.0","3.0","0.004491017964071856","0.0","0.0","2.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196732850206171138","https://twitter.com/ogato_desuyo/status/1196732850206171138","上位ランクを江別組が独占してるの強い…","2019-11-19 10:12 +0000","999.0","22.0","0.022022022022022022","1.0","0.0","14.0","5.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196732008921124864","https://twitter.com/ogato_desuyo/status/1196732008921124864","そろそろ上着買うかと思ってネットで注文したら… https://t.co/Eka1jEVQvY","2019-11-19 10:08 +0000","1280.0","226.0","0.1765625","0.0","1.0","5.0","1.0","3.0","0.0","6.0","0.0","0","0","0","0","0","210","210","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196720649227554816","https://twitter.com/ogato_desuyo/status/1196720649227554816","お手本のような失敗の仕方！笑
どこのエリア、どのまとまりを増やしたいか、そこを考えると答えが出てきます！ https://t.co/OzZnxF3nV5","2019-11-19 09:23 +0000","1228.0","11.0","0.008957654723127036","0.0","1.0","5.0","4.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196693630020308998","https://twitter.com/ogato_desuyo/status/1196693630020308998","チーム開発楽しみ","2019-11-19 07:36 +0000","629.0","10.0","0.01589825119236884","0.0","0.0","7.0","3.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196475357487984640","https://twitter.com/ogato_desuyo/status/1196475357487984640","@Mskns52433 もちろんそれで実装しても良きですのよ笑
前代未聞のスクール生になれますよ！","2019-11-18 17:08 +0000","53.0","2.0","0.03773584905660377","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196468348281769987","https://twitter.com/ogato_desuyo/status/1196468348281769987","@wcolor116 はい！是非是非〜☺️","2019-11-18 16:40 +0000","29.0","1.0","0.034482758620689655","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196467288666361862","https://twitter.com/ogato_desuyo/status/1196467288666361862","元々人よりも少ない睡眠時間で動ける体質なのと頑丈なのにはかなり感謝してる
生まれつきのラッキー大事にしたいぜ","2019-11-18 16:36 +0000","1079.0","25.0","0.023169601482854494","0.0","0.0","17.0","8.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196460766687219714","https://twitter.com/ogato_desuyo/status/1196460766687219714","@wcolor116 @coiai5 

↑
ディスプレイ交換なら先日この子がやってました笑","2019-11-18 16:10 +0000","50.0","5.0","0.1","0.0","1.0","1.0","3.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196447763392684037","https://twitter.com/ogato_desuyo/status/1196447763392684037","自ら難易度を上げていくStyle素晴らしいです！！！ https://t.co/5CMEH7zZwS","2019-11-18 15:19 +0000","1130.0","6.0","0.005309734513274336","0.0","0.0","5.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196427054155059200","https://twitter.com/ogato_desuyo/status/1196427054155059200","SUNABACO高松どんどん快適になっていく
あとはキッチンさえできれば完璧、住む","2019-11-18 13:56 +0000","1025.0","10.0","0.00975609756097561","1.0","0.0","9.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196410029680709632","https://twitter.com/ogato_desuyo/status/1196410029680709632","ちなみにTTUX、初めて聞いた時はマジでそういう言葉があるのかと思って真っ先にググッた笑","2019-11-18 12:49 +0000","771.0","8.0","0.010376134889753566","0.0","0.0","5.0","1.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196409779658227713","https://twitter.com/ogato_desuyo/status/1196409779658227713","@RiekoWaka21 よく見てよく考えて行動する…浅い考えで余計なことして失敗するってのがハナハナの中でもトップクラスに多いと自負してるのでしょうやさんを見て勉強しています😭","2019-11-18 12:48 +0000","130.0","7.0","0.05384615384615385","0.0","1.0","5.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196407336073433088","https://twitter.com/ogato_desuyo/status/1196407336073433088","TTUX、それから目の前の人に全力で向き合う、常に意識して行動します
そしてそれを徹底して行うことが最終的には知らないうちに自分のスキルアップや目標達成に繋がるんだと思います https://t.co/wliFDVwHeC","2019-11-18 12:38 +0000","2463.0","20.0","0.008120178643930167","5.0","1.0","10.0","1.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196363813785784322","https://twitter.com/ogato_desuyo/status/1196363813785784322","今日のお昼に差し入れいただいた3びきの子ぶたのカツサンド美味しかった😋
写真撮り忘れてショック…すごいジューシーだった","2019-11-18 09:45 +0000","744.0","10.0","0.013440860215053764","0.0","0.0","7.0","2.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196351170698047488","https://twitter.com/ogato_desuyo/status/1196351170698047488","スクールの生徒さんがパウンドケーキ作ってきてくれた！！
めっちゃ美味しい🤤🤤🤤
ありがとうございます！
#たかまつ1st https://t.co/FQYQDD8mfm","2019-11-18 08:55 +0000","1221.0","155.0","0.12694512694512694","0.0","0.0","19.0","28.0","0.0","0.0","20.0","0.0","0","0","0","0","0","88","88","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196316228878422017","https://twitter.com/ogato_desuyo/status/1196316228878422017","JSのスクール課題めっちゃ悩んでる方がいて見てるサイトの内容が

「外部モジュールを使ってボタンを押した時サイト内の日本語を英語に翻訳する」

みたいなのだった笑
流石にその内容をコード描き始めて1ヶ月未満の人にやらせたら鬼すぎる笑","2019-11-18 06:36 +0000","1572.0","35.0","0.022264631043257","2.0","1.0","22.0","1.0","0.0","0.0","9.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196088013769469952","https://twitter.com/ogato_desuyo/status/1196088013769469952","@ichigonohito いつもありがとうございます！
京子さんのコメントあるので精神的にも無理なく続けれてます☺️","2019-11-17 15:29 +0000","52.0","6.0","0.11538461538461539","0.0","0.0","3.0","3.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196078429965209605","https://twitter.com/ogato_desuyo/status/1196078429965209605","多分今の採用制度自体が既にオワコンで今後はSUNABACOみたいな採用の仕方が当たり前になると思うんだよな
だって普通に考えて一回きりのテストと面接なんかでそいつの労働姿勢とか人間性が分かるわけないじゃん笑","2019-11-17 14:51 +0000","1483.0","31.0","0.020903573836817263","3.0","0.0","12.0","15.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196073037059149824","https://twitter.com/ogato_desuyo/status/1196073037059149824","@sarasaretaro @birdnokousiki まあ全員が全員悪いやつというわけでも無いですが柄が悪いやつ多いですしお気をつけください…","2019-11-17 14:30 +0000","163.0","2.0","0.012269938650306749","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196071489167998976","https://twitter.com/ogato_desuyo/status/1196071489167998976","@birdnokousiki 某起業家バー（エデンではない）とかでも結構あそこの人たち入り浸って飲んでますよね","2019-11-17 14:23 +0000","272.0","16.0","0.058823529411764705","0.0","1.0","2.0","5.0","0.0","0.0","8.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
